<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
DATA,D,20220519,00:00:00,43.1,43.24,42.52,53.1,
DATA,D,20220520,00:00:00,43,43.26,41.64,53,
DATA,D,20220523,00:00:00,41.88,42.44,40.48,51.88,
DATA,D,20220524,00:00:00,40.74,40.96,39.26,50.74,
DATA,D,20220525,00:00:00,40.78,41.46,40.32,50.78,
DATA,D,20220526,00:00:00,41.22,42.68,41.04,51.22,
DATA,D,20220527,00:00:00,42.5,43,42.34,52.5,
DATA,D,20220530,00:00:00,42.56,43.06,41.96,52.56,
DATA,D,20220531,00:00:00,42.4,42.48,41.42,52.4,
DATA,D,20220601,00:00:00,41.54,42.24,41.34,51.54,
DATA,D,20220602,00:00:00,41.94,42.1,41.28,51.94,
DATA,D,20220603,00:00:00,41.4,41.48,40.5,51.4,
DATA,D,20220606,00:00:00,40.9,41.5,40.2,50.9,
DATA,D,20220607,00:00:00,40.3,40.6,39.66,50.3,
DATA,D,20220608,00:00:00,40.42,41.48,40.42,50.42,
DATA,D,20220609,00:00:00,41.18,41.18,40.34,51.18,
DATA,D,20220610,00:00:00,40.7,40.78,40.2,50.7,
DATA,D,20220614,00:00:00,40.34,40.78,40.02,50.34,
DATA,D,20220615,00:00:00,40.5,41.28,40.48,50.5,
DATA,D,20220616,00:00:00,41.34,42.1,41.22,51.34,
DATA,D,20220617,00:00:00,42.02,42.18,41.52,52.02,
DATA,D,20220620,00:00:00,41.68,42.5,41.66,51.68,
DATA,D,20220621,00:00:00,42.52,42.8,42,52.52,
DATA,D,20220622,00:00:00,42,42.22,41.24,52,
DATA,D,20220623,00:00:00,42.06,42.5,41.78,52.06,
DATA,D,20220624,00:00:00,42.7,42.7,42,52.7,
DATA,D,20220627,00:00:00,42.3,42.76,42.18,52.3,
DATA,D,20220628,00:00:00,42.74,42.9,42.4,52.74,
DATA,D,20220629,00:00:00,42.78,43.26,42.62,52.78,
DATA,D,20220630,00:00:00,42.9,43.3,40,52.9,
DATA,D,20220701,00:00:00,39.96,40.38,38.3,49.96,
DATA,D,20220704,00:00:00,39.42,40.04,39,49.42,
DATA,D,20220705,00:00:00,39.4,39.9,39.02,49.4,
DATA,D,20220706,00:00:00,39.64,40.5,39.08,49.64,
DATA,D,20220707,00:00:00,39.68,40,39.46,49.68,
DATA,D,20220708,00:00:00,39.7,39.92,39.46,49.7,
DATA,D,20220711,00:00:00,39.64,39.74,38.68,49.64,
DATA,D,20220712,00:00:00,39,39,37.32,49,
DATA,D,20220713,00:00:00,38.04,38.34,37.06,48.04,
DATA,D,20220714,00:00:00,37.1,37.84,36.6,47.1,
DATA,D,20220715,00:00:00,37,37.54,36.8,47,
DATA,D,20220718,00:00:00,37.64,38.16,37.22,47.64,
DATA,D,20220719,00:00:00,37.34,37.5,36.62,47.34,
DATA,D,20220720,00:00:00,37.18,37.46,37.02,47.18,
DATA,D,20220721,00:00:00,37.38,37.48,36.52,47.38,
DATA,D,20220722,00:00:00,36.94,37.92,36.84,46.94,
DATA,D,20220725,00:00:00,37.7,38.3,37.54,47.7,
DATA,D,20220726,00:00:00,38.3,39.3,38.3,48.3,
DATA,D,20220727,00:00:00,39.5,39.94,39.14,49.5,
DATA,D,20220728,00:00:00,39.56,39.76,38.76,49.56,
DATA,D,20220729,00:00:00,39.24,39.52,39.1,49.24,
DATA,D,20220801,00:00:00,39.62,39.76,38.86,49.62,
DATA,D,20220802,00:00:00,39.26,39.28,38.52,49.26,
DATA,D,20220803,00:00:00,38.68,38.92,38.34,48.68,
DATA,D,20220804,00:00:00,38.3,38.54,38.1,48.3,
DATA,D,20220805,00:00:00,38.14,38.38,37.02,48.14,
DATA,D,20220808,00:00:00,37.2,38.84,37.06,47.2,
DATA,D,20220809,00:00:00,37.62,38.2,37.26,47.62,
DATA,D,20220810,00:00:00,38.3,38.76,38.06,48.3,
DATA,D,20220811,00:00:00,38.64,38.86,38.48,48.64,
DATA,D,20220812,00:00:00,38.46,38.46,37.9,48.46,
DATA,D,20220815,00:00:00,38.36,38.7,38.3,48.36,
DATA,D,20220816,00:00:00,38.68,39.42,38.68,48.68,
DATA,D,20220817,00:00:00,39.5,40,39.28,49.5,
DATA,D,20220818,00:00:00,39.46,39.46,38.92,49.46,
DATA,D,20220819,00:00:00,39.26,39.74,39.12,49.26,
DATA,D,20220822,00:00:00,39.22,39.9,39.14,49.22,
DATA,D,20220823,00:00:00,39.7,40.32,39.66,49.7,
DATA,D,20220824,00:00:00,40.34,40.7,39.94,50.34,
DATA,D,20220825,00:00:00,40,40.78,40,50,
DATA,D,20220826,00:00:00,40.32,40.6,40.3,50.32,
DATA,D,20220829,00:00:00,40.62,41.3,40.5,50.62,
DATA,D,20220830,00:00:00,41.34,41.76,41.2,51.34,
DATA,D,20220831,00:00:00,43.2,43.8,42,53.2,
DATA,D,20220901,00:00:00,42.96,44,42.46,52.96,
DATA,D,20220902,00:00:00,44.3,44.8,43.5,54.3,
DATA,D,20220905,00:00:00,44.48,44.7,43.58,54.48,
DATA,D,20220906,00:00:00,44.68,44.86,42.58,54.68,
DATA,D,20220907,00:00:00,43.14,43.62,42.82,53.14,
DATA,D,20220908,00:00:00,43.4,43.42,42.32,53.4,
DATA,D,20220909,00:00:00,43,43.72,42.7,53,
DATA,D,20220912,00:00:00,43.32,44.42,43.32,53.32,
DATA,D,20220913,00:00:00,44.2,44.46,43.68,54.2,
DATA,D,20220914,00:00:00,43.96,44,43.04,53.96,
DATA,D,20220915,00:00:00,43.6,43.98,43.5,53.6,
DATA,D,20220916,00:00:00,43.98,44.38,43.78,53.98,
DATA,D,20220919,00:00:00,43.86,44.14,43.44,53.86,
DATA,D,20220920,00:00:00,43.86,43.9,38.56,53.86,
DATA,D,20220921,00:00:00,36.2,39.5,35.1,46.2,
DATA,D,20220922,00:00:00,38.06,39.56,38,48.06,
DATA,D,20220923,00:00:00,39.1,39.3,36.98,49.1,
DATA,D,20220926,00:00:00,37.32,37.32,33.26,47.32,
DATA,D,20220927,00:00:00,34.74,35.5,34.2,44.74,
DATA,D,20220928,00:00:00,35.3,36.2,35.02,45.3,
DATA,D,20220929,00:00:00,35.52,36,34.5,45.52,
DATA,D,20220930,00:00:00,35.1,35.88,34.1,45.1,
DATA,D,20221003,00:00:00,36,37.08,35.52,46,
DATA,D,20221004,00:00:00,37.22,37.86,36.5,47.22,
DATA,D,20221005,00:00:00,37.12,37.16,35.78,47.12,
DATA,D,20221006,00:00:00,36.72,37,36.34,46.72,
DATA,D,20221007,00:00:00,36.56,36.56,34.6,46.56,
DATA,D,20221010,00:00:00,33.6,36.3,33.6,43.6,
DATA,D,20221011,00:00:00,36.1,36.78,36.04,46.1,
DATA,D,20221012,00:00:00,36.7,36.98,36.42,46.7,
DATA,D,20221013,00:00:00,36.8,37.16,36.44,46.8,
DATA,D,20221014,00:00:00,36.9,37.1,36.58,46.9,
DATA,D,20221017,00:00:00,37.02,37.84,36.9,47.02,
DATA,D,20221018,00:00:00,38.14,38.36,36.92,48.14,
DATA,D,20221019,00:00:00,37.5,37.88,36.52,47.5,
DATA,D,20221020,00:00:00,37.52,38.16,37.44,47.52,
DATA,D,20221021,00:00:00,38.06,38.54,37.74,48.06,
DATA,D,20221024,00:00:00,39.46,39.46,38.62,49.46,
DATA,D,20221025,00:00:00,39.06,40.16,38.72,49.06,
DATA,D,20221026,00:00:00,40.14,40.6,39.28,50.14,
DATA,D,20221027,00:00:00,40.12,40.78,40.08,50.12,
DATA,D,20221028,00:00:00,40.78,40.9,40,50.78,
DATA,D,20221031,00:00:00,40.82,41.2,40.6,50.82,
DATA,D,20221101,00:00:00,40.84,40.98,40.56,50.84,
DATA,D,20221102,00:00:00,40.8,40.86,40.08,50.8,
DATA,D,20221103,00:00:00,40.4,40.56,39.48,50.4,
DATA,D,20221107,00:00:00,40.42,41,40.4,50.42,
DATA,D,20221108,00:00:00,41.06,41.14,40.64,51.06,
DATA,D,20221109,00:00:00,40.94,40.96,39.86,50.94,
DATA,D,20221110,00:00:00,40.36,40.9,40.14,50.36,
DATA,D,20221111,00:00:00,40.98,41.08,40.66,50.98,
DATA,D,20221114,00:00:00,41.04,41.5,41,51.04,
DATA,D,20221115,00:00:00,41.46,41.66,39.08,51.46,
DATA,D,20221116,00:00:00,40.98,41.28,40.8,50.98,
DATA,D,20221117,00:00:00,41.36,41.48,41.04,51.36,
DATA,D,20221118,00:00:00,41.18,41.24,40.76,51.18,
DATA,D,20221121,00:00:00,40.98,40.98,40.02,50.98,
DATA,D,20221122,00:00:00,40.7,40.82,40.44,50.7,
DATA,D,20221123,00:00:00,40.78,41.1,40.64,50.78,
DATA,D,20221124,00:00:00,41.02,41.26,40.88,51.02,
DATA,D,20221125,00:00:00,41.04,41.08,40.5,51.04,
DATA,D,20221128,00:00:00,40.74,40.76,40.4,50.74,
DATA,D,20221129,00:00:00,40.72,40.88,40.6,50.72,
DATA,D,20221130,00:00:00,40.68,40.72,40.56,50.68,
DATA,D,20221201,00:00:00,40.72,40.76,40.66,50.72,
DATA,D,20221202,00:00:00,40.76,40.8,40.58,50.76,
DATA,D,20221205,00:00:00,40.62,41.08,40.56,50.62,
DATA,D,20221206,00:00:00,40.94,41.08,40.74,50.94,
DATA,D,20221207,00:00:00,40.76,40.84,40.5,50.76,
DATA,D,20221208,00:00:00,40.86,40.9,40.66,50.86,
DATA,D,20221209,00:00:00,40.74,40.76,40.5,50.74,
DATA,D,20221212,00:00:00,40.74,40.84,40.08,50.74,
DATA,D,20221213,00:00:00,40.54,40.6,40.3,50.54,
DATA,D,20221214,00:00:00,40.5,40.52,40.28,50.5,
DATA,D,20221215,00:00:00,40.3,40.3,39.64,50.3,
DATA,D,20221216,00:00:00,39.78,39.94,39.56,49.78,
DATA,D,20221219,00:00:00,39.64,39.78,39.32,49.64,
DATA,D,20221220,00:00:00,39.6,40.42,39.52,49.6,
DATA,D,20221221,00:00:00,40.48,40.68,40.14,50.48,
DATA,D,20221222,00:00:00,40.48,40.7,40.44,50.48,
DATA,D,20221223,00:00:00,40.72,40.74,40.52,50.72,
DATA,D,20221226,00:00:00,40.66,40.84,40.6,50.66,
DATA,D,20221227,00:00:00,40.88,41.12,40.86,50.88,
DATA,D,20221228,00:00:00,41.1,41.12,40.92,51.1,
DATA,D,20221229,00:00:00,41.02,41.44,41,51.02,
DATA,D,20221230,00:00:00,41.4,41.4,41.1,51.4,
DATA,D,20230103,00:00:00,41.42,42,41.42,51.42,
DATA,D,20230104,00:00:00,41.94,41.94,41.42,51.94,
DATA,D,20230105,00:00:00,41.6,41.64,41.36,51.6,
DATA,D,20230106,00:00:00,41.48,41.52,41.4,51.48,
DATA,D,20230109,00:00:00,41.5,41.72,41.46,51.5,
DATA,D,20230110,00:00:00,41.66,41.66,41.22,51.66,
DATA,D,20230111,00:00:00,41.6,42,41.56,51.6,
DATA,D,20230112,00:00:00,42.02,42.34,42,52.02,
DATA,D,20230113,00:00:00,42.28,42.5,41.96,52.28,
DATA,D,20230116,00:00:00,43.02,43.02,42.44,53.02,
DATA,D,20230117,00:00:00,42.68,42.72,41.78,52.68,
DATA,D,20230118,00:00:00,42.34,42.5,41.9,52.34,
DATA,D,20230119,00:00:00,42.38,42.38,41.28,52.38,
DATA,D,20230120,00:00:00,41.76,41.92,41.54,51.76,
DATA,D,20230123,00:00:00,41.84,41.98,41.64,51.84,
DATA,D,20230124,00:00:00,42.04,42.22,41.76,52.04,
DATA,D,20230125,00:00:00,41.86,41.86,41.56,51.86,
DATA,D,20230126,00:00:00,41.8,41.92,41.68,51.8,
DATA,D,20230127,00:00:00,41.7,41.94,41.68,51.7,
DATA,D,20230130,00:00:00,41.84,42.22,41.8,51.84,
DATA,D,20230131,00:00:00,42.18,42.44,42.12,52.18,
DATA,D,20230201,00:00:00,42.48,42.86,42.46,52.48,
DATA,D,20230202,00:00:00,42.86,42.94,42.64,52.86,
DATA,D,20230203,00:00:00,42.82,43.14,42.46,52.82,
DATA,D,20230206,00:00:00,42.88,43.68,42.86,52.88,
DATA,D,20230207,00:00:00,43.72,44,43.22,53.72,
DATA,D,20230208,00:00:00,43.62,43.86,43.18,53.62,
DATA,D,20230209,00:00:00,43.4,43.48,43.06,53.4,
DATA,D,20230210,00:00:00,43.3,43.42,43.24,53.3,
DATA,D,20230213,00:00:00,43.38,43.54,43.18,53.38,
DATA,D,20230214,00:00:00,43.42,43.48,42.8,53.42,
DATA,D,20230215,00:00:00,42.84,42.96,40.96,52.84,
DATA,D,20230216,00:00:00,41.9,42.1,41.42,51.9,
DATA,D,20230217,00:00:00,41.72,41.98,41.28,51.72,
DATA,D,20230220,00:00:00,41.88,41.96,41.2,51.88,
DATA,D,20230221,00:00:00,41.92,42.86,41.9,51.92,
DATA,D,20230222,00:00:00,42.5,42.52,42.16,52.5,
DATA,D,20230224,00:00:00,42.4,42.66,42.32,52.4,
DATA,D,20230227,00:00:00,42.3,42.9,41.98,52.3,
DATA,D,20230228,00:00:00,42.92,43.22,42.86,52.92,
DATA,D,20230301,00:00:00,43.2,43.74,43.1,53.2,
DATA,D,20230302,00:00:00,43.62,43.7,42.76,53.62,
DATA,D,20230303,00:00:00,43.12,43.5,43.12,53.12,
DATA,D,20230306,00:00:00,43.6,43.82,43.52,53.6,
DATA,D,20230307,00:00:00,43.82,43.9,43.6,53.82,
DATA,D,20230309,00:00:00,43.86,43.98,43.7,53.86,
DATA,D,20230310,00:00:00,43.74,43.74,43.48,53.74,
DATA,D,20230313,00:00:00,43.7,43.8,43.2,53.7,
DATA,D,20230314,00:00:00,43.52,43.76,43.44,53.52,
DATA,D,20230315,00:00:00,43.72,43.82,43.24,53.72,
DATA,D,20230316,00:00:00,43.48,43.54,42.88,53.48,
DATA,D,20230317,00:00:00,43.54,44.44,43.34,53.54,
DATA,D,20230320,00:00:00,44.5,46.44,44.5,54.5,
DATA,D,20230321,00:00:00,46.28,46.44,45.42,56.28,
DATA,D,20230322,00:00:00,45.8,46.02,45.54,55.8,
DATA,D,20230323,00:00:00,45.82,45.96,45.6,55.82,
DATA,D,20230324,00:00:00,45.8,45.88,45.6,55.8,
DATA,D,20230327,00:00:00,45.84,47.1,45.84,55.84,
DATA,D,20230328,00:00:00,47.14,47.28,46.52,57.14,
DATA,D,20230329,00:00:00,47.06,47.26,46.74,57.06,
DATA,D,20230330,00:00:00,47.2,47.36,47.1,57.2,
DATA,D,20230331,00:00:00,47.38,47.46,46.52,57.38,
DATA,D,20230403,00:00:00,47.32,47.4,47.04,57.32,
DATA,D,20230404,00:00:00,47.5,47.94,47.4,57.5,
DATA,D,20230405,00:00:00,47.74,47.86,47.3,57.74,
DATA,D,20230406,00:00:00,47.84,48.16,47.84,57.84,
DATA,D,20230407,00:00:00,48.04,48.16,47.82,58.04,
DATA,D,20230410,00:00:00,48.14,49.08,48.14,58.14,
DATA,D,20230411,00:00:00,49.8,49.8,48.2,59.8,
DATA,D,20230412,00:00:00,48.8,48.8,48.24,58.8,
DATA,D,20230413,00:00:00,48.72,48.92,48.44,58.72,
DATA,D,20230414,00:00:00,48.72,48.98,48.54,58.72,
DATA,D,20230417,00:00:00,49.12,49.66,49.12,59.12,
DATA,D,20230418,00:00:00,49.68,50.14,49.66,59.68,
DATA,D,20230419,00:00:00,50.2,50.48,49.6,60.2,
DATA,D,20230420,00:00:00,50.04,50.5,49.34,60.04,
DATA,D,20230421,00:00:00,50.54,50.64,50.2,60.54,
DATA,D,20230424,00:00:00,50.46,50.7,50.36,60.46,
DATA,D,20230425,00:00:00,50.66,50.74,50.38,60.66,
DATA,D,20230426,00:00:00,50.54,50.6,50.28,60.54,
DATA,D,20230427,00:00:00,50.46,50.58,50.36,60.46,
DATA,D,20230428,00:00:00,50.7,50.84,49.96,60.7,
DATA,D,20230502,00:00:00,50.3,50.54,49.06,60.3,
DATA,D,20230503,00:00:00,49.78,49.82,48.22,59.78,
DATA,D,20230504,00:00:00,48.28,49.02,48.24,58.28,
DATA,D,20230505,00:00:00,49,49.16,48.18,59,
DATA,D,20230508,00:00:00,48.6,48.84,48.46,58.6,
DATA,D,20230510,00:00:00,48.6,50.16,48.6,58.6,
DATA,D,20230511,00:00:00,50.18,51.02,49.52,60.18,
DATA,D,20230512,00:00:00,50.5,50.88,50.02,60.5,
DATA,D,20230515,00:00:00,50.66,51.54,50.6,60.66,
DATA,D,20230516,00:00:00,51.72,52.02,51.52,61.72,
DATA,D,20230517,00:00:00,51.92,52,51.56,61.92,
DATA,D,20230518,00:00:00,51.98,52,51.62,61.98,
DATA,D,20230519,00:00:00,51.74,51.74,51.28,61.74,
DATA,D,20230522,00:00:00,51.86,51.88,51.6,61.86,
DATA,D,20230523,00:00:00,51.78,51.84,51.3,61.78,
DATA,D,20230524,00:00:00,52,52.06,51.7,62,
DATA,D,20230525,00:00:00,52.04,52.18,51.78,62.04,
DATA,D,20230526,00:00:00,52.14,52.92,52.06,62.14,
DATA,D,20230529,00:00:00,53.3,53.84,53.14,63.3,
DATA,D,20230530,00:00:00,53.76,54,52.02,63.76,
DATA,D,20230531,00:00:00,53.02,53.48,52.3,63.02,
DATA,D,20230601,00:00:00,53.4,54,53.2,63.4,
DATA,D,20230602,00:00:00,53.5,54.2,53.4,63.5,
DATA,D,20230605,00:00:00,54.1,54.5,52.9,64.1,
DATA,D,20230606,00:00:00,53.2,53.5,52.2,63.2,
DATA,D,20230607,00:00:00,53.3,53.8,53.1,63.3,
DATA,D,20230608,00:00:00,53.9,54,53.5,63.9,
DATA,D,20230609,00:00:00,54,54,53.8,64,
DATA,D,20230613,00:00:00,54,55.2,54,64,
DATA,D,20230614,00:00:00,55.3,55.5,54.7,65.3,
DATA,D,20230615,00:00:00,55.3,55.8,55,65.3,
DATA,D,20230616,00:00:00,55.9,56,55.3,65.9,
DATA,D,20230619,00:00:00,55.7,55.9,55.1,65.7,
DATA,D,20230620,00:00:00,55.5,55.7,54.7,65.5,
DATA,D,20230621,00:00:00,55.4,55.7,55.2,65.4,
DATA,D,20230622,00:00:00,55.5,55.6,54.9,65.5,
DATA,D,20230623,00:00:00,55.3,55.3,53.6,65.3,
DATA,D,20230626,00:00:00,55,55.1,53.3,65,
DATA,D,20230627,00:00:00,54.5,55,54.1,64.5,
DATA,D,20230628,00:00:00,55,55.1,54.7,65,
DATA,D,20230629,00:00:00,55.1,55.3,55,65.1,
DATA,D,20230630,00:00:00,55.2,55.3,54.8,65.2,
DATA,D,20230703,00:00:00,55,55.3,55,65,
DATA,D,20230704,00:00:00,55.3,55.3,54.8,65.3,
DATA,D,20230705,00:00:00,55.1,55.5,55.1,65.1,
DATA,D,20230706,00:00:00,55.6,55.8,55.5,65.6,
DATA,D,20230707,00:00:00,55.7,55.9,55.6,65.7,
DATA,D,20230710,00:00:00,56.1,56.9,56,66.1,
DATA,D,20230711,00:00:00,57,57,56.7,67,
DATA,D,20230712,00:00:00,57,57.7,57,67,
DATA,D,20230713,00:00:00,57.6,57.8,57,67.6,
DATA,D,20230714,00:00:00,57.4,57.6,57.1,67.4,
DATA,D,20230717,00:00:00,57.6,58,57.2,67.6,
DATA,D,20230718,00:00:00,57.9,58.9,57.9,67.9,
DATA,D,20230719,00:00:00,59,59.2,58.5,69,
DATA,D,20230720,00:00:00,58.7,58.7,57.5,68.7,
DATA,D,20230721,00:00:00,57.6,58.1,57.3,67.6,
DATA,D,20230724,00:00:00,58.2,58.6,58.1,68.2,
DATA,D,20230725,00:00:00,58.7,59.1,58.5,68.7,
DATA,D,20230726,00:00:00,59.1,59.3,58.8,69.1,
DATA,D,20230727,00:00:00,59.2,59.6,59.2,69.2,
DATA,D,20230728,00:00:00,59.6,59.8,59.3,69.6,
DATA,D,20230731,00:00:00,60.2,61,60.2,70.2,
DATA,D,20230801,00:00:00,61,61.9,60.7,71,
DATA,D,20230802,00:00:00,61.7,62.2,61.1,71.7,
DATA,D,20230803,00:00:00,62.1,62.8,61.6,72.1,
DATA,D,20230804,00:00:00,62.7,63.6,60.4,72.7,
DATA,D,20230807,00:00:00,62,62.5,60.5,72,
DATA,D,20230808,00:00:00,61.5,61.5,60.1,71.5,
DATA,D,20230809,00:00:00,61.6,61.9,61.1,71.6,
DATA,D,20230810,00:00:00,61.7,62.4,61.5,71.7,
DATA,D,20230811,00:00:00,62.6,62.6,62.1,72.6,
DATA,D,20230814,00:00:00,62.9,63.6,60.9,72.9,
DATA,D,20230815,00:00:00,61.2,62.7,54.2,71.2,
DATA,D,20230816,00:00:00,61.5,61.9,59.5,71.5,
DATA,D,20230817,00:00:00,61.1,61.2,59.9,71.1,
DATA,D,20230818,00:00:00,60.9,61.8,60.4,70.9,
DATA,D,20230821,00:00:00,62.2,62.3,61.9,72.2,
DATA,D,20230822,00:00:00,62.1,62.8,61.7,72.1,
DATA,D,20230823,00:00:00,63,63.1,61.4,73,
DATA,D,20230824,00:00:00,61.9,62.3,61.6,71.9,
DATA,D,20230825,00:00:00,62.3,62.4,62.1,72.3,
DATA,D,20230828,00:00:00,62.5,63.2,62.4,72.5,
DATA,D,20230829,00:00:00,63.2,63.5,63.1,73.2,
DATA,D,20230830,00:00:00,63.5,63.6,63.3,73.5,
DATA,D,20230831,00:00:00,63.6,63.9,63.5,73.6,
DATA,D,20230901,00:00:00,63.9,63.9,63.7,73.9,
DATA,D,20230904,00:00:00,64.1,64.9,64,74.1,
DATA,D,20230905,00:00:00,64.9,65.1,64.3,74.9,
DATA,D,20230906,00:00:00,64.7,64.8,64.2,74.7,
DATA,D,20230907,00:00:00,64.4,64.6,62.4,74.4,
DATA,D,20230908,00:00:00,63.1,63.3,61.7,73.1,
DATA,D,20230911,00:00:00,61.8,62.4,61,71.8,
DATA,D,20230912,00:00:00,61.7,63.2,61.6,71.7,
DATA,D,20230913,00:00:00,63.2,63.2,62.2,73.2,
DATA,D,20230914,00:00:00,62.7,62.7,60.9,72.7,
DATA,D,20230915,00:00:00,61.9,62.5,61.7,71.9,
DATA,D,20230918,00:00:00,62.7,63.1,61.9,72.7,
DATA,D,20230919,00:00:00,62.2,62.3,60.6,72.2,
DATA,D,20230920,00:00:00,61.2,61.4,59.8,71.2,
DATA,D,20230921,00:00:00,60.7,60.8,59.6,70.7,
DATA,D,20230922,00:00:00,59.9,60.6,59.2,69.9,
DATA,D,20230925,00:00:00,60.5,60.7,60.1,70.5,
DATA,D,20230926,00:00:00,60.2,60.6,59.6,70.2,
DATA,D,20230927,00:00:00,60.6,61.2,60.6,70.6,
DATA,D,20230928,00:00:00,60.9,61.8,60.8,70.9,
DATA,D,20230929,00:00:00,61.8,62.1,61.6,71.8,
DATA,D,20231002,00:00:00,62.4,62.5,62,72.4,
DATA,D,20231003,00:00:00,62.1,62.3,61.3,72.1,
DATA,D,20231004,00:00:00,62.1,62.5,61.7,72.1,
DATA,D,20231005,00:00:00,62,62.1,61.6,72,
DATA,D,20231006,00:00:00,62.2,62.4,61.8,72.2,
DATA,D,20231009,00:00:00,62.6,63.1,62.5,72.6,
DATA,D,20231010,00:00:00,63,63.3,62.8,73,
DATA,D,20231011,00:00:00,63.2,63.5,62.2,73.2,
DATA,D,20231012,00:00:00,62.3,63.2,62.2,72.3,
DATA,D,20231013,00:00:00,63.4,63.5,63.2,73.4,
DATA,D,20231016,00:00:00,63.7,64.3,63.7,73.7,
DATA,D,20231017,00:00:00,64.3,64.5,64.2,74.3,
DATA,D,20231018,00:00:00,64.5,64.8,64.2,74.5,
DATA,D,20231019,00:00:00,64.4,64.7,64.3,74.4,
DATA,D,20231020,00:00:00,64.6,64.9,64.4,74.6,
DATA,D,20231023,00:00:00,64.9,65.2,64.7,74.9,
DATA,D,20231024,00:00:00,64.8,64.9,64.5,74.8,
DATA,D,20231025,00:00:00,64.7,65.1,64.6,74.7,
DATA,D,20231026,00:00:00,65.1,65.3,63.9,75.1,
DATA,D,20231027,00:00:00,64.2,64.4,63.5,74.2,
DATA,D,20231030,00:00:00,64.2,64.6,63.9,74.2,
DATA,D,20231031,00:00:00,64.1,64.3,63.1,74.1,
DATA,D,20231101,00:00:00,63.3,63.9,63.2,73.3,
DATA,D,20231102,00:00:00,63.9,64.2,63.6,73.9,
DATA,D,20231103,00:00:00,63.8,63.9,63.3,73.8,
DATA,D,20231106,00:00:00,63.8,64.3,63.7,73.8,
DATA,D,20231107,00:00:00,64.2,64.4,64.1,74.2,
DATA,D,20231108,00:00:00,64.3,64.7,64.1,74.3,
DATA,D,20231109,00:00:00,64.3,64.5,64,74.3,
DATA,D,20231110,00:00:00,64.2,64.5,64.1,74.2,
DATA,D,20231113,00:00:00,64.4,64.6,64.2,74.4,
DATA,D,20231114,00:00:00,64.3,64.4,63.4,74.3,
DATA,D,20231115,00:00:00,63.5,64.2,63.3,73.5,
DATA,D,20231116,00:00:00,63.7,64.1,63.2,73.7,
DATA,D,20231117,00:00:00,63.2,63.8,62.7,73.2,
DATA,D,20231120,00:00:00,63.7,64,63.5,73.7,
DATA,D,20231121,00:00:00,63.5,64,63.4,73.5,
DATA,D,20231122,00:00:00,64,64.4,63.9,74,
DATA,D,20231123,00:00:00,64.3,64.3,63.7,74.3,
DATA,D,20231124,00:00:00,64,64.1,63.6,74,
DATA,D,20231127,00:00:00,64,64.1,63,74,
DATA,D,20231128,00:00:00,63.6,63.6,62.7,73.6,
DATA,D,20231129,00:00:00,63.5,63.6,63,73.5,
DATA,D,20231130,00:00:00,63,63.2,62.6,73,
DATA,D,20231201,00:00:00,62.8,62.9,62.3,72.8,
DATA,D,20231204,00:00:00,62.2,62.3,61.4,72.2,
DATA,D,20231205,00:00:00,61.7,62.4,61.5,71.7,
DATA,D,20231206,00:00:00,62.4,62.7,60.8,72.4,
DATA,D,20231207,00:00:00,61.1,61.4,60.4,71.1,
DATA,D,20231208,00:00:00,61.4,61.6,61,71.4,
DATA,D,20231211,00:00:00,61.2,61.3,59.8,71.2,
DATA,D,20231212,00:00:00,60.3,60.6,59.5,70.3,
DATA,D,20231213,00:00:00,59.8,60.6,59.7,69.8,
DATA,D,20231214,00:00:00,60.6,60.9,59.4,70.6,
DATA,D,20231215,00:00:00,59.5,60.6,58.8,69.5,
DATA,D,20231218,00:00:00,60.7,61.4,60.6,70.7,
DATA,D,20231219,00:00:00,61.3,62.1,60.9,71.3,
DATA,D,20231220,00:00:00,62.1,62.5,62,72.1,
DATA,D,20231221,00:00:00,62.3,62.4,61.3,72.3,
DATA,D,20231222,00:00:00,61.8,62.4,61.8,71.8,
DATA,D,20231225,00:00:00,62.5,62.8,62.3,72.5,
DATA,D,20231226,00:00:00,62.5,62.6,62.1,72.5,
DATA,D,20231227,00:00:00,62.4,62.6,62.3,72.4,
DATA,D,20231228,00:00:00,62.3,62.6,62.2,72.3,
DATA,D,20231229,00:00:00,62.5,62.6,62.3,72.5,
DATA,D,20240103,00:00:00,62.6,63.3,62.5,72.6,
DATA,D,20240104,00:00:00,63.4,63.5,63.2,73.4,
DATA,D,20240105,00:00:00,63.2,63.4,63.2,73.2,
DATA,D,20240108,00:00:00,63.4,63.9,63.3,73.4,
DATA,D,20240109,00:00:00,63.9,63.9,63.6,73.9,
DATA,D,20240110,00:00:00,63.8,64.2,63.7,73.8,
DATA,D,20240111,00:00:00,64.1,64.3,63.9,74.1,
DATA,D,20240112,00:00:00,64.3,64.6,64.1,74.3,
DATA,D,20240115,00:00:00,64.6,65,64.5,74.6,
DATA,D,20240116,00:00:00,64.6,64.7,64.2,74.6,
DATA,D,20240117,00:00:00,64.3,64.8,64.2,74.3,
DATA,D,20240118,00:00:00,64.8,64.9,64.4,74.8,
DATA,D,20240119,00:00:00,64.5,64.6,64,74.5,
DATA,D,20240122,00:00:00,64.2,64.4,64.1,74.2,
